Generations,Popsize,Neutral,Deleterious,Beneficial
1063,9810,7254,7513,921
1064,9823,7233,7478,910
1065,9752,7225,7464,914
1066,9732,7276,7475,927
1067,9743,7281,7462,918
1068,9794,7324,7503,925
1069,9852,7349,7462,932
1070,9850,7305,7480,931
1071,9809,7329,7519,926
1072,9705,7306,7516,917
1073,9815,7253,7494,905
1074,9711,7224,7463,915
1075,9791,7240,7505,913
1076,9851,7223,7519,928
1077,9695,7171,7505,925
1078,9739,7192,7481,913
1079,9776,7236,7527,918
1080,9778,7221,7511,910
1081,9740,7204,7502,902
1082,9776,7231,7554,903
1083,9782,7206,7582,910
1084,9752,7255,7566,915
1085,9759,7261,7572,934
1086,9769,7291,7577,928
1087,9772,7316,7614,917
1088,9694,7332,7583,922
1089,9726,7321,7562,937
1090,9836,7356,7638,934
1091,9919,7354,7625,935
1092,9846,7359,7573,928
1093,9803,7387,7573,920
1094,9836,7393,7550,925
1095,9883,7404,7525,919
1096,9982,7395,7592,925
1097,9876,7358,7621,923
1098,9792,7392,7655,922
1099,9913,7435,7677,941
1100,9886,7423,7669,936
1101,9804,7418,7622,945
1102,9751,7418,7645,920
1103,9753,7379,7607,922
1104,9789,7412,7645,918
1105,9842,7415,7649,915
1106,9717,7416,7597,918
1107,9748,7365,7629,915
1108,9725,7327,7610,927
1109,9950,7378,7658,910
1110,9767,7396,7661,931
1111,9751,7386,7670,916
1112,9754,7391,7614,919
1113,9850,7366,7620,905
1114,9799,7348,7569,902
1115,9729,7365,7533,900
1116,9696,7387,7544,898
1117,9725,7419,7522,884
1118,9719,7449,7523,873
1119,9803,7495,7574,869
1120,9826,7461,7587,879
1121,9679,7470,7547,874
1122,9762,7413,7518,870
1123,9830,7456,7512,895
1124,9789,7410,7482,899
1125,9688,7401,7444,890
1126,9715,7376,7423,880
1127,9869,7362,7518,891
1128,9912,7381,7559,902
1129,9736,7398,7474,904
1130,9723,7368,7479,896
1131,9752,7407,7522,904
1132,9852,7436,7541,910
1133,9778,7392,7530,888
1134,9757,7430,7586,889
1135,9776,7482,7574,890
1136,9761,7439,7568,896
1137,9756,7377,7542,893
1138,9877,7365,7545,901
1139,9761,7355,7504,899
1140,9799,7332,7560,895
1141,9731,7318,7533,891
1142,9779,7348,7520,903
1143,9875,7382,7561,889
1144,9834,7359,7584,886
1145,9781,7338,7582,876
1146,9792,7333,7541,899
1147,9875,7365,7608,902
1148,9820,7344,7662,911
1149,9774,7323,7679,899
1150,9781,7377,7713,874
1151,9786,7348,7691,870
1152,9735,7353,7640,863
1153,9713,7375,7566,868
1154,9708,7329,7607,880
1155,9755,7373,7636,893
1156,9849,7381,7661,893
1157,9719,7386,7641,903
1158,9732,7393,7646,903
1159,9769,7391,7668,897
1160,9755,7354,7621,899
1161,9791,7367,7686,897
1162,9778,7382,7685,899
1163,9750,7461,7590,885
1164,9706,7422,7647,892
1165,9773,7423,7634,902
1166,9810,7346,7625,888
1167,9802,7362,7606,902
1168,9606,7364,7582,894
1169,9720,7357,7572,885
1170,9793,7390,7531,886
1171,9772,7418,7540,910
1172,9867,7460,7602,919
1173,9880,7450,7592,908
1174,9853,7456,7566,907
1175,9824,7411,7571,908
1176,9695,7415,7576,911
1177,9813,7405,7625,905
1178,9747,7390,7636,904
1179,9756,7400,7686,911
1180,9910,7425,7690,908
1181,9790,7429,7689,904
1182,9699,7449,7620,902
1183,9778,7485,7603,912
1184,9694,7421,7592,900
1185,9854,7441,7667,901
1186,9775,7433,7674,900
1187,9826,7421,7690,912
1188,9758,7393,7654,891
1189,9777,7394,7695,908
1190,9740,7384,7678,905
1191,9663,7431,7707,893
1192,9816,7463,7697,902
1193,9893,7412,7650,901
1194,9737,7363,7613,902
1195,9820,7360,7648,898
1196,9774,7342,7670,905
1197,9764,7336,7678,902
1198,9812,7324,7688,897
1199,9842,7382,7707,922
1200,9812,7349,7736,934
1201,9798,7300,7694,942
1202,9719,7215,7708,922
1203,9844,7316,7756,919
1204,9589,7298,7741,918
1205,9838,7309,7759,938
1206,9692,7315,7670,913
1207,9746,7336,7658,933
1208,9730,7342,7697,937
1209,9692,7341,7697,935
1210,9737,7383,7731,933
1211,9873,7361,7779,937
1212,9854,7406,7760,938
1213,9838,7425,7651,942
1214,9843,7433,7687,952
1215,9706,7426,7687,940
1216,9753,7466,7706,937
1217,9722,7433,7754,934
1218,9747,7456,7756,926
1219,9604,7383,7728,952
1220,9675,7417,7733,958
1221,9782,7407,7755,941
1222,9760,7419,7760,951
1223,9723,7454,7699,953
1224,9809,7476,7726,963
1225,9777,7392,7688,956
1226,9741,7351,7665,951
1227,9747,7382,7638,961
1228,9829,7384,7693,949
1229,9765,7378,7673,946
1230,9830,7378,7643,937
1231,9849,7375,7666,919
1232,9737,7422,7696,917
1233,9842,7399,7703,924
1234,9864,7430,7703,945
1235,9834,7456,7656,962
1236,9874,7462,7722,957
1237,9728,7427,7676,954
1238,9771,7417,7642,941
1239,9702,7429,7661,936
1240,9706,7405,7610,942
1241,9815,7462,7597,960
1242,9807,7437,7616,955
1243,9779,7466,7657,965
1244,9771,7445,7694,963
1245,9765,7468,7746,969
1246,9682,7495,7723,967
1247,9683,7493,7756,960
1248,9730,7492,7707,969
1249,9799,7470,7738,959
1250,9695,7504,7705,965
1251,9785,7483,7759,956
1252,9692,7502,7731,957
1253,9794,7496,7705,965
1254,9856,7543,7641,941
1255,9653,7445,7596,942
1256,9772,7397,7597,941
1257,9796,7389,7607,941
1258,9705,7403,7601,943
1259,9747,7430,7609,940
1260,9826,7449,7676,956
1261,9859,7503,7645,961
1262,9796,7463,7623,956
1263,9723,7436,7608,971
1264,9659,7387,7568,948
1265,9718,7360,7554,950
1266,9741,7377,7570,950
1267,9743,7391,7571,949
1268,9766,7374,7495,931
1269,9644,7314,7451,932
1270,9816,7358,7479,957
1271,9820,7354,7495,949
1272,9810,7324,7462,960
1273,9705,7277,7471,957
1274,9655,7260,7518,942
1275,9824,7326,7555,961
1276,9773,7326,7567,956
1277,9779,7309,7551,947
1278,9795,7285,7515,958
1279,9655,7260,7526,959
1280,9812,7297,7545,974
1281,9778,7302,7506,976
1282,9706,7304,7542,959
1283,9709,7326,7519,951
1284,9613,7295,7435,952
1285,9834,7289,7436,945
1286,9726,7280,7422,946
1287,9793,7305,7421,957
1288,9824,7349,7449,968
1289,9701,7365,7438,958
1290,9736,7361,7439,958
1291,9821,7354,7434,954
1292,9763,7353,7470,954
1293,9794,7361,7485,951
1294,9844,7374,7475,952
1295,9715,7353,7417,950
1296,9759,7311,7411,949
1297,9627,7341,7407,959
1298,9735,7348,7429,947
1299,9689,7354,7435,940
1300,9712,7363,7396,943
1301,9786,7379,7443,955
1302,9756,7365,7440,947
1303,9759,7337,7362,951
1304,9770,7318,7369,942
1305,9809,7387,7399,928
1306,9861,7409,7412,932
1307,9767,7387,7442,949
1308,9711,7393,7395,936
1309,9826,7455,7438,931
1310,9857,7522,7456,940
1311,9991,7556,7500,944
1312,9732,7518,7517,949
1313,9718,7489,7510,947
1314,9785,7500,7522,955
1315,9759,7529,7527,961
1316,9730,7508,7442,940
1317,9821,7524,7455,922
1318,9860,7544,7449,921
1319,9676,7497,7364,919
1320,9711,7462,7396,934
1321,9781,7464,7418,926
1322,9721,7463,7399,921
1323,9800,7440,7430,911
1324,9741,7425,7424,923
1325,9794,7443,7463,920
1326,9616,7444,7446,915
1327,9712,7397,7422,904
1328,9814,7399,7447,911
1329,9709,7428,7451,904
1330,9680,7415,7434,892
1331,9809,7371,7442,892
1332,9840,7399,7479,901
1333,9741,7418,7501,892
1334,9794,7442,7506,889
1335,9785,7469,7547,902
1336,9757,7493,7537,877
1337,9680,7522,7527,899
1338,9777,7485,7559,901
1339,9790,7503,7589,901
1340,9724,7505,7586,897
1341,9835,7521,7529,906
1342,9672,7509,7509,895
1343,9751,7533,7532,897
1344,9817,7527,7582,891
1345,9770,7507,7565,906
1346,9833,7509,7630,914
1347,9800,7546,7615,929
1348,9808,7563,7656,930
1349,9955,7581,7676,935
1350,9729,7557,7633,928
1351,9677,7573,7573,935
1352,9791,7548,7621,924
1353,9879,7621,7623,932
1354,9722,7633,7602,936
1355,9847,7648,7601,933
1356,9827,7605,7569,921
1357,9693,7613,7549,912
1358,9883,7600,7570,905
1359,9811,7532,7634,907
1360,9611,7514,7640,906
1361,9813,7548,7661,920
1362,9683,7492,7616,919
1363,9817,7562,7615,914
1364,9720,7600,7609,907
1365,9828,7601,7648,906
1366,9769,7625,7640,920
1367,9668,7562,7606,930
1368,9813,7574,7660,933
1369,9737,7520,7625,911
1370,9792,7512,7647,907
1371,9789,7485,7598,915
1372,9901,7477,7604,924
1373,9719,7465,7592,905
1374,9795,7428,7617,914
1375,9782,7409,7631,918
1376,9815,7428,7606,919
1377,9791,7440,7623,905
1378,9749,7420,7677,901
1379,9742,7447,7677,891
1380,9796,7436,7698,900
1381,9701,7377,7686,907
1382,9807,7358,7642,899
1383,9615,7364,7638,900
1384,9835,7439,7626,899
1385,9874,7434,7628,914
1386,9748,7387,7565,897
1387,9927,7473,7597,900
1388,9710,7455,7590,917
1389,9775,7420,7654,911
1390,9836,7479,7638,928
1391,9741,7510,7592,921
1392,9773,7513,7599,903
1393,9820,7476,7634,913
1394,9864,7485,7632,929
1395,9849,7426,7612,929
1396,9741,7370,7621,928
1397,9737,7419,7587,900
1398,9865,7484,7614,905
1399,9756,7449,7591,930
1400,9793,7473,7658,917
1401,9850,7506,7675,924
1402,9720,7515,7684,920
1403,9812,7557,7663,931
1404,9703,7488,7690,925
1405,9755,7459,7658,928
1406,9762,7437,7613,940
1407,9682,7469,7613,920
1408,9853,7445,7600,917
1409,9612,7394,7630,897
1410,9861,7435,7628,924
1411,9809,7433,7661,933
1412,9746,7447,7645,944
1413,9823,7459,7649,928
1414,9689,7496,7634,935
1415,9885,7479,7629,934
1416,9832,7522,7640,917
1417,9671,7528,7703,922
1418,9665,7550,7692,925
1419,9821,7554,7688,934
1420,9725,7514,7707,942
1421,9760,7554,7711,935
1422,9860,7467,7672,929
1423,9761,7494,7718,941
1424,9681,7501,7721,941
1425,9697,7478,7689,940
1426,9786,7544,7655,932
1427,9774,7527,7659,932
1428,9658,7537,7672,938
1429,9764,7538,7698,936
1430,9813,7552,7805,942
1431,9817,7562,7759,957
1432,9750,7638,7766,949
1433,9780,7615,7740,957
1434,9755,7620,7752,953
1435,9894,7585,7788,946
1436,9708,7586,7773,949
1437,9929,7644,7812,957
1438,9708,7624,7804,969
1439,9778,7663,7825,963
1440,9670,7599,7801,957
1441,9677,7607,7758,954
1442,9869,7624,7793,954
1443,9711,7662,7812,944
1444,9828,7627,7814,965
1445,9875,7602,7806,960
1446,9870,7643,7778,945
1447,9742,7625,7793,950
1448,9817,7679,7834,946
1449,9827,7700,7805,940
1450,9835,7708,7795,934
1451,9757,7688,7760,915
1452,9599,7675,7685,912
1453,9853,7753,7722,900
1454,9726,7722,7700,894
1455,9774,7681,7660,903
1456,9749,7636,7643,906
1457,9810,7646,7698,909
1458,9785,7638,7695,916
1459,9796,7593,7657,910
1460,9724,7625,7669,910
1461,9761,7614,7627,906
1462,9827,7619,7617,901
1463,9668,7678,7671,893
1464,9808,7676,7674,896
1465,9784,7683,7679,913
1466,9733,7675,7703,910
1467,9742,7687,7758,905
1468,9848,7682,7669,912
1469,9773,7674,7663,934
1470,9701,7650,7643,923
1471,9764,7576,7589,934
1472,9697,7595,7631,940
1473,9845,7615,7641,956
1474,9920,7645,7652,971
1475,9746,7639,7688,964
1476,9723,7622,7707,975
1477,9691,7575,7779,947
1478,9864,7617,7760,938
1479,9813,7635,7732,953
1480,9783,7619,7808,951
1481,9748,7647,7819,949
1482,9651,7655,7774,944
1483,9827,7691,7832,953
1484,9779,7735,7808,953
1485,9857,7748,7723,958
1486,9859,7753,7728,946
1487,9776,7694,7749,942
1488,9868,7670,7796,938
1489,9763,7613,7820,926
1490,9744,7619,7795,942
1491,9806,7657,7818,924
1492,9801,7676,7822,959
1493,9745,7700,7829,956
1494,9747,7657,7833,949
1495,9814,7690,7822,962
1496,9710,7660,7773,947
1497,9865,7679,7819,942
1498,9798,7626,7829,952
1499,9754,7622,7768,948
1500,9807,7624,7765,925
1501,9799,7581,7742,925
1502,9742,7601,7719,924
1503,9912,7658,7762,911
1504,9681,7635,7720,882
1505,9940,7704,7737,895
1506,9707,7658,7749,896
1507,9848,7702,7823,907
1508,9760,7686,7789,924
1509,9793,7635,7808,944
1510,9804,7606,7780,942
1511,9920,7651,7855,928
1512,9809,7679,7787,937
1513,9790,7693,7785,934
1514,9888,7701,7812,937
1515,9974,7702,7862,940
1516,9730,7664,7827,927
1517,9786,7686,7793,921
1518,9764,7655,7809,919
1519,9709,7656,7840,909
1520,9869,7700,7883,913
1521,9887,7680,7860,922
1522,9763,7656,7863,911
1523,9824,7645,7779,916
1524,9760,7670,7772,927
1525,9787,7688,7807,933
1526,9854,7676,7822,953
1527,9722,7656,7807,947
1528,9768,7695,7822,943
1529,9848,7707,7834,929
1530,9752,7725,7855,928
1531,9676,7690,7826,913
1532,9806,7675,7822,913
1533,9752,7667,7798,920
1534,9725,7643,7775,918
1535,9819,7667,7837,933
1536,9713,7631,7785,923
1537,9750,7711,7744,926
1538,9740,7645,7740,933
1539,9855,7668,7818,948
1540,9796,7728,7859,941
1541,9787,7756,7884,936
1542,9741,7803,7899,940
1543,9845,7758,7906,937
1544,9836,7744,7893,943
1545,9652,7671,7868,934
1546,9714,7674,7784,938
1547,9789,7654,7801,928
1548,9720,7682,7834,912
1549,9805,7659,7823,908
1550,9786,7633,7836,913
1551,9584,7592,7810,905
1552,9740,7616,7793,900
1553,9763,7606,7784,905
1554,9802,7630,7819,905
1555,9853,7662,7811,914
1556,9916,7687,7806,915
1557,9793,7674,7838,916
1558,9893,7687,7871,909
1559,9829,7647,7817,903
1560,9849,7629,7795,908
1561,9660,7582,7731,918
1562,9793,7598,7712,930
1563,9915,7675,7790,928
1564,9969,7703,7805,932
1565,9692,7673,7777,930
1566,9850,7670,7762,935
1567,9936,7726,7771,920
1568,9799,7699,7764,891
1569,9760,7655,7748,895
1570,9768,7683,7770,886
1571,9856,7692,7821,890
1572,9689,7660,7806,892
1573,10034,7737,7852,914
1574,9909,7726,7763,920
1575,9851,7719,7779,916
1576,9800,7726,7829,914
1577,9789,7715,7824,923
1578,9773,7698,7806,908
1579,9836,7726,7775,910
1580,9786,7652,7798,918
1581,9740,7670,7799,922
1582,9778,7653,7791,909
1583,9906,7642,7810,905
1584,9777,7632,7782,914
1585,9762,7646,7767,907
1586,9813,7587,7768,917
1587,9802,7618,7725,941
1588,9824,7649,7727,939
1589,9755,7696,7712,919
1590,9731,7685,7695,942
1591,9884,7691,7729,947
1592,9712,7684,7701,949
1593,9907,7700,7818,947
1594,9697,7694,7798,957
1595,9666,7708,7802,954
1596,9784,7700,7823,964
1597,9731,7702,7779,951
1598,9756,7759,7746,966
1599,9837,7763,7804,961
1600,9756,7724,7806,963
1601,9877,7761,7797,960
1602,9771,7720,7712,949
1603,9756,7712,7704,953
1604,9706,7670,7753,963
1605,9908,7676,7718,960
1606,9768,7728,7775,954
1607,9728,7747,7748,950
1608,9800,7720,7757,946
1609,9844,7709,7787,948
1610,9872,7734,7808,941
1611,9781,7724,7777,938
1612,9891,7766,7797,939
1613,9880,7755,7803,948
1614,9856,7780,7814,931
1615,9786,7754,7824,938
1616,9883,7768,7844,949
1617,9746,7733,7791,940
1618,9764,7713,7797,934
1619,9863,7675,7799,928
1620,9744,7684,7786,916
1621,9693,7660,7734,927
1622,9822,7672,7793,934
1623,9781,7672,7749,939
1624,9791,7682,7698,934
1625,9655,7676,7660,929
1626,9918,7729,7658,941
1627,9756,7709,7661,937
1628,9711,7714,7639,940
1629,9655,7680,7657,949
1630,9783,7744,7657,947
1631,9828,7756,7614,954
1632,9887,7781,7648,947
1633,9714,7706,7640,938
1634,9791,7706,7678,945
1635,9736,7723,7671,948
1636,9822,7735,7650,953
1637,9728,7711,7710,961
1638,9679,7695,7714,968
1639,9850,7717,7737,971
1640,9754,7671,7738,978
1641,9707,7709,7765,960
1642,9737,7764,7807,964
1643,9814,7788,7824,974
1644,9790,7745,7827,965
1645,9713,7707,7805,962
1646,9861,7753,7784,974
1647,9809,7743,7787,972
1648,9952,7771,7761,964
1649,9805,7692,7821,951
1650,9746,7754,7830,965
1651,9840,7763,7827,967
1652,9770,7722,7804,970
1653,9801,7734,7818,963
1654,9854,7725,7874,987
1655,9669,7679,7842,997
1656,9914,7695,7864,990
1657,9714,7710,7832,983
1658,9798,7755,7850,989
1659,9797,7754,7860,999
1660,9892,7750,7847,986
1661,9772,7786,7930,964
1662,9833,7790,7941,972
1663,9840,7833,7961,993
1664,9791,7855,7952,987
1665,9962,7905,7987,1002
1666,9734,7861,7953,987
1667,9849,7850,7960,979
1668,9787,7861,7937,974
1669,9710,7847,7943,982
1670,9692,7796,7883,994
1671,9789,7859,7893,986
1672,9735,7869,7866,979
1673,9838,7837,7882,980
1674,9887,7798,7909,986
1675,9775,7758,7875,981
1676,9868,7782,7904,979
1677,9786,7820,7890,1001
1678,9903,7798,7870,989
1679,9870,7821,7825,986
1680,9880,7773,7747,966
1681,9744,7802,7759,957
1682,9895,7779,7794,969
1683,9815,7797,7758,974
1684,9708,7799,7686,979
1685,9711,7747,7720,982
1686,9831,7767,7803,997
1687,9912,7806,7809,1007
1688,9763,7809,7781,1004
1689,9923,7817,7815,982
1690,9818,7802,7855,1003
1691,9817,7838,7895,996
1692,9931,7901,7871,1009
1693,9803,7892,7838,998
1694,9671,7865,7866,1004
1695,9824,7894,7868,1009
1696,9788,7875,7862,1005
1697,9812,7856,7867,1008
1698,9825,7857,7825,1011
1699,9835,7848,7794,1007
1700,9848,7823,7826,1006
1701,9932,7805,7828,1022
1702,9835,7795,7824,998
1703,9884,7826,7789,993
1704,9750,7793,7822,993
1705,9779,7780,7790,976
1706,9980,7825,7811,997
1707,9880,7781,7819,991
1708,9800,7749,7762,985
1709,9829,7752,7814,976
1710,9767,7734,7824,980
1711,9760,7741,7819,981
1712,9951,7822,7849,994
1713,9850,7795,7788,980
1714,9768,7769,7716,990
1715,9851,7797,7773,997
1716,9742,7776,7749,1006
1717,9747,7789,7722,992
1718,9814,7840,7743,998
1719,9777,7828,7716,990
1720,9843,7830,7694,989
1721,9685,7790,7717,984
1722,9870,7802,7764,999
1723,9837,7745,7817,1004
1724,9802,7770,7816,995
1725,9819,7778,7826,989
1726,9659,7774,7826,993
1727,9855,7745,7828,997
1728,9833,7730,7815,993
1729,9783,7679,7788,983
1730,9853,7744,7820,988
1731,9869,7710,7802,999
1732,9812,7717,7869,989
1733,9787,7716,7865,1001
1734,9899,7729,7935,993
1735,9788,7722,7875,990
1736,9714,7727,7882,988
1737,9860,7791,7914,999
1738,9784,7798,7899,989
1739,9820,7793,7886,990
1740,9792,7825,7945,1009
1741,9772,7816,7960,993
1742,9691,7842,7966,990
1743,9898,7858,8018,993
1744,9758,7854,8005,994
1745,9716,7840,7976,983
1746,9759,7863,7988,980
1747,9758,7857,7984,987
1748,9888,7936,8018,1007
1749,9869,7890,8036,1007
1750,9755,7941,7973,995
1751,9894,7982,7989,1015
1752,9716,7962,7964,1001
1753,9665,7963,7980,1003
1754,9861,7989,7982,994
1755,9863,7953,7982,1004
1756,9751,7913,7970,1015
1757,9770,7870,7943,984
1758,9704,7863,7917,976
1759,9714,7868,7926,971
1760,9719,7891,7911,972
1761,9689,7889,7917,983
1762,9899,7882,7952,975
1763,9877,7874,7952,971
1764,9726,7858,7933,972
1765,9773,7866,7907,982
1766,9858,7911,7878,997
1767,9769,7872,7917,994
1768,9841,7834,7946,1006
1769,9833,7827,7916,1012
1770,9754,7793,7865,1021
1771,9767,7792,7878,1003
1772,9644,7798,7794,1009
1773,9704,7794,7873,1024
1774,9889,7760,7930,1010
1775,9852,7806,7925,999
1776,9802,7807,7924,996
1777,9846,7816,7944,1008
1778,9761,7769,7939,1011
1779,9780,7786,7860,1018
1780,9799,7815,7864,1030
1781,9914,7842,7829,1020
1782,9717,7842,7811,1013
1783,9813,7808,7855,1025
1784,9802,7827,7831,1024
1785,9617,7797,7800,1012
1786,9805,7794,7803,1024
1787,9805,7779,7789,1021
1788,9760,7755,7774,1019
1789,9780,7786,7833,1028
1790,9806,7815,7792,1043
1791,9880,7840,7803,1062
1792,9894,7846,7796,1040
1793,9812,7857,7829,1055
1794,9868,7881,7815,1046
1795,9931,7831,7782,1050
1796,9823,7834,7772,1049
1797,9795,7774,7730,1041
1798,9803,7751,7761,1038
1799,9660,7734,7708,1032
1800,9833,7719,7739,1030
1801,9794,7760,7761,1046
1802,9756,7744,7724,1040
1803,9891,7752,7748,1039
1804,9802,7739,7786,1033
1805,9842,7709,7726,1039
1806,9829,7722,7758,1032
1807,9857,7794,7765,1025
1808,9856,7792,7754,1034
1809,9734,7733,7724,1015
1810,9869,7786,7746,1026
1811,9851,7823,7726,1025
1812,9756,7802,7735,1015
1813,9906,7869,7775,1025
1814,9857,7851,7780,1029
1815,9890,7844,7772,1033
1816,9796,7820,7784,1044
1817,9868,7859,7816,1044
1818,9742,7834,7822,1052
1819,9812,7822,7825,1041
1820,9867,7876,7889,1039
1821,9841,7856,7887,1044
1822,9776,7863,7839,1037
1823,9796,7880,7868,1028
1824,9850,7931,7854,1056
1825,9919,7955,7891,1058
1826,9766,7932,7902,1048
1827,9716,7954,7909,1052
1828,9748,7926,7845,1042
1829,9780,7916,7899,1042
1830,9794,7923,7912,1025
1831,9826,7946,7901,1033
1832,9777,7923,7896,1051
1833,9759,7893,7872,1044
1834,9841,7879,7864,1016
1835,9778,7906,7849,1020
1836,9918,7924,7866,1018
1837,9832,7881,7869,1023
1838,9791,7873,7870,1014
1839,9818,7886,7904,1016
1840,9720,7857,7904,1003
1841,9823,7909,7934,1017
1842,9824,7949,7877,1009
1843,9803,7913,7913,1005
1844,9852,7956,7947,1018
1845,9738,7920,7919,1019
1846,10006,7973,7982,1021
1847,9800,7897,7986,1010
1848,9751,7885,7899,1015
1849,9859,7873,7932,997
1850,9909,7916,7923,1004
1851,9832,7874,7923,999
1852,9779,7882,7880,1017
1853,9783,7867,7910,1005
1854,9756,7833,7854,1006
1855,9906,7888,7883,1020
1856,9755,7778,7849,1019
1857,9694,7795,7808,1015
1858,9815,7801,7793,1008
1859,9826,7785,7833,1006
1860,9883,7858,7844,995
1861,9713,7808,7848,996
1862,9874,7782,7858,999
1863,9875,7843,7923,1017
1864,9741,7817,7871,1014
1865,9727,7804,7865,1017
1866,9757,7821,7883,1024
1867,9848,7843,7841,1024
1868,9760,7794,7835,1024
1869,9773,7767,7807,1028
1870,9789,7781,7787,1025
1871,9794,7786,7754,1018
1872,9819,7798,7732,1017
1873,9865,7811,7745,1015
1874,9782,7769,7741,1012
1875,9882,7748,7778,1024
1876,9894,7696,7820,1012
1877,9786,7688,7803,1003
1878,9830,7720,7797,1003
1879,9840,7735,7796,1000
1880,9767,7728,7788,1002
1881,9819,7687,7809,991
1882,9772,7643,7748,990
1883,9810,7721,7835,1000
1884,9944,7709,7811,985
1885,9794,7774,7804,979
1886,9706,7809,7801,966
1887,9851,7830,7844,982
1888,9755,7760,7871,990
1889,9784,7738,7814,1006
1890,9793,7778,7854,1008
1891,9813,7806,7811,1006
1892,9774,7822,7814,999
1893,9823,7806,7862,1021
1894,9700,7736,7812,1029
1895,9809,7816,7785,1022
1896,9882,7860,7766,1028
1897,9849,7875,7802,1015
1898,9861,7835,7827,1026
1899,9778,7828,7798,1017
1900,9947,7846,7834,1009
1901,9866,7873,7799,1008
1902,9797,7768,7797,1011
1903,9795,7794,7800,1009
1904,9879,7791,7785,1014
1905,9797,7815,7798,1024
1906,9827,7823,7765,1017
1907,9798,7818,7768,1025
1908,9693,7791,7799,1025
1909,9791,7793,7768,1032
1910,9954,7813,7750,1028
